scientific_name,latitude,longitude,timestamp_occ,timestamp_round,lat_round,lon_round,timestamp_ocean
Astroceramus fisheri,8.53,76.0,2013-12-12,2013-12-12,8.53,76.0,
Clypeaster fervens,8.32235,76.1752,2017-10-24,2017-10-24,8.32,76.18,
Saracrinus angulatus,8.40435,93.33438333,2016-04-05,2016-04-05,8.4,93.33,
Stereocidaris alcocki,6.670266667,93.65018333,2015-02-01,2015-02-01,6.67,93.65,
Ceramaster cuenoti,8.53,76.0,2013-12-12,2013-12-12,8.53,76.0,
Ophiopristis vestita,12.92466667,73.522,2019-09-30,2019-09-30,12.92,73.52,
Amphipholis misera,12.92466667,73.522,2019-09-30,2019-09-30,12.92,73.52,
Amphioplus dispar,10.65313,80.51911,2019-11-06,2019-11-06,10.65,80.52,
Ophiopristis vestita,17.10870667,83.29746167,2019-11-13,2019-11-13,17.11,83.3,
Ophiuroglypha kinbergi,8.500403333,76.424595,2020-02-15,2020-02-15,8.5,76.42,
Luidia hardwicki,8.500403333,76.424595,2020-02-15,2020-02-15,8.5,76.42,
Ophiacantha dallasii,8.500403333,76.424595,2020-02-15,2020-02-15,8.5,76.42,
Ophiuroglypha kinbergi,8.561276667,78.32686167,2020-02-12,2020-02-12,8.56,78.33,
Ophiacantha indica,8.561276667,78.32686167,2020-02-12,2020-02-12,8.56,78.33,
Ophiopsila pantherina,8.561276667,78.32686167,2020-02-12,2020-02-12,8.56,78.33,
Ophionereis dubia dubia,8.561276667,78.32686167,2020-02-12,2020-02-12,8.56,78.33,
Ophiarachnella gorgonia,8.561276667,78.32686167,2020-02-12,2020-02-12,8.56,78.33,
Ophiocentrus dilatata,8.561276667,78.32686167,2020-02-12,2020-02-12,8.56,78.33,
Ophiactis savignyi,8.561276667,78.32686167,2020-02-12,2020-02-12,8.56,78.33,
Phyllacanthus forcipulatus,7.013046667,77.31760833,2020-02-14,2020-02-14,7.01,77.32,
Ophiuroglypha kinbergi,8.31456,76.91399333,2020-02-15,2020-02-15,8.31,76.91,
Ophiuroglypha kinbergi,8.17604,76.71186,2020-02-15,2020-02-15,8.18,76.71,
Ophiuroglypha kinbergi,7.655415,77.653595,2020-02-14,2020-02-14,7.66,77.65,
Ophiacantha dallasii,7.655415,77.653595,2020-02-14,2020-02-14,7.66,77.65,
Amphioplus (Lymanella) depressus,7.655415,77.653595,2020-02-14,2020-02-14,7.66,77.65,
Ophiuroglypha kinbergi,7.966646667,77.65229667,2020-02-14,2020-02-14,7.97,77.65,
Ophiodaphne scripta,7.966646667,77.65229667,2020-02-14,2020-02-14,7.97,77.65,
Ophiothela mirabilis,7.966646667,77.65229667,2020-02-14,2020-02-14,7.97,77.65,
Ophiomastix elegans,8.533493333,78.38272833,2020-02-12,2020-02-12,8.53,78.38,
Brissopsis luzonica,8.533493333,78.38272833,2020-02-12,2020-02-12,8.53,78.38,
Ophiuroglypha kinbergi,6.96,93.6,2019-08-17,2019-08-17,6.96,93.6,
Dictenophiura stellata,6.96,93.6,2019-08-17,2019-08-17,6.96,93.6,
Ophiacantha dallasii,11.57,92.81,2019-08-09,2019-08-09,11.57,92.81,
Ophiopsammus yoldii,6.8,93.69,2019-08-18,2019-08-18,6.8,93.69,
Ophiothrix (Acanthophiothrix) purpurea,10.73,92.25,2019-08-11,2019-08-11,10.73,92.25,
Amphiura (Amphiura) duncani,8.37,93.57,2019-08-13,2019-08-13,8.37,93.57,
Amphipholis misera,12.831,93.058,2019-07-26,2019-07-26,12.83,93.06,
Amphioplus dispar,12.831,93.058,2019-07-26,2019-07-26,12.83,93.06,
Ophioplax custos,12.831,93.058,2019-07-26,2019-07-26,12.83,93.06,
Ophiozonella bispinosa,12.831,93.058,2019-07-26,2019-07-26,12.83,93.06,
Ophiacantha dallasii,12.831,93.058,2019-07-26,2019-07-26,12.83,93.06,
Ophiolipus granulatus,12.831,93.058,2019-07-26,2019-07-26,12.83,93.06,
Ophiothrix (Acanthophiothrix) purpurea,6.8,93.69,2019-08-18,2019-08-18,6.8,93.69,
Ophiothrix (Acanthophiothrix) purpurea,8.12,93.64,2019-08-13,2019-08-13,8.12,93.64,
Ophioplax custos,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Craspedometra acuticirra,8.12,93.64,2019-08-13,2019-08-13,8.12,93.64,
Stephanometra indica,8.3652,93.5728,2019-08-13,2019-08-13,8.37,93.57,
Stephanometra indica,10.72,92.71,2018-08-10,2018-08-10,10.72,92.71,
Comanthus parvicirrus,6.6473,93.8283,2019-08-16,2019-08-16,6.65,93.83,
Zygometra comata,6.6473,93.8283,2019-08-16,2019-08-16,6.65,93.83,
Colobometra discolor,6.6473,93.8283,2019-08-16,2019-08-16,6.65,93.83,
Comatula (Comatula) pectinata,6.6473,93.8283,2019-08-16,2019-08-16,6.65,93.83,
Glyptometra crassa,10.72,92.71,2018-08-10,2018-08-10,10.72,92.71,
Asthenosoma varium,10.72,92.71,2018-08-10,2018-08-10,10.72,92.71,
Maretia planulata,8.12,93.64,2019-08-13,2019-08-13,8.12,93.64,
Maretia planulata,7.13,93.58,2019-08-17,2019-08-17,7.13,93.58,
Luidia maculata,6.8,93.69,2019-08-18,2019-08-18,6.8,93.69,
Maretia planulata,8.3652,93.5728,2019-08-13,2019-08-13,8.37,93.57,
Pericosmus macronesius,8.3652,93.5728,2019-08-13,2019-08-13,8.37,93.57,
Salmacis bicolor,8.3652,93.5728,2019-08-13,2019-08-13,8.37,93.57,
Chaetodiadema granulatum,10.73,92.25,2019-08-11,2019-08-11,10.73,92.25,
Prionocidaris baculosa,8.4397,93.5922,2019-08-13,2019-08-13,8.44,93.59,
Ceramaster cuenoti,8.42,75.92,2013-12-11,2013-12-11,8.42,75.92,
Astropecten polyacanthus,6.6473,93.8283,2019-08-16,2019-08-16,6.65,93.83,
Mithrodia clavigera,6.6473,93.8283,2019-08-16,2019-08-16,6.65,93.83,
Astropecten andersoni,7.13,93.58,2019-08-17,2019-08-17,7.13,93.58,
Nardoa frianti,6.6473,93.8283,2019-08-16,2019-08-16,6.65,93.83,
Nardoa galathea,6.6473,93.8283,2019-08-16,2019-08-16,6.65,93.83,
Fromia monilis,6.6473,93.8283,2019-08-16,2019-08-16,6.65,93.83,
Euretaster cribrosus,10.72,92.71,2018-08-10,2018-08-10,10.72,92.71,
Metrodira subulata,10.72,92.71,2018-08-10,2018-08-10,10.72,92.71,
Stiremetra carinifera,12.48416667,92.39166667,2016-04-04,2016-04-04,12.48,92.39,
Dictyaster xenophilus,7.7114,93.3273,2011-12-13,2011-12-13,7.71,93.33,
Henricia praestans,7.7114,93.3273,2011-12-13,2011-12-13,7.71,93.33,
Centrostephanus nitidus,7.6504,93.37945,2015-02-03,2015-02-03,7.65,93.38,
Astroceramus fisheri,7.6504,93.37945,2015-02-03,2015-02-03,7.65,93.38,
Brisinga insularum,8.42,75.92,2013-12-11,2013-12-11,8.42,75.92,
Nymphaster moebii,8.39,93.34,2015-01-29,2015-01-29,8.39,93.34,
Ophiocreas sibogae,12.48416667,92.39166667,2016-04-04,2016-04-04,12.48,92.39,
Bathypectinura heros,14.46651667,73.02545,2018-04-09,2018-04-09,14.47,73.03,
Comatula (Comatula) pectinata,8.6544,93.12775,2017-11-15,2017-11-15,8.65,93.13,
Johannaster superbus,8.29,76.21,2012-10-19,2012-10-19,8.29,76.21,
Capillaster multiradiatus,10.6761,92.6811,2011-12-04,2011-12-04,10.68,92.68,
Ophiarachnella gorgonia,10.6761,92.6811,2011-12-04,2011-12-04,10.68,92.68,
Capillaster multiradiatus,9.284283333,92.70066667,2011-12-06,2011-12-06,9.28,92.7,
Capillaster multiradiatus,7.9973,93.63821667,2011-12-08,2011-12-08,8.0,93.64,
Dichrometra palmata,12.33691667,80.45791667,2010-05-23,2010-05-23,12.34,80.46,
Comanthus wahlbergii,6.4494,93.83158333,2011-12-10,2011-12-10,6.45,93.83,
Tamaria fusca,9.025933333,92.74336667,2017-11-15,2017-11-15,9.03,92.74,
Neoferdina offreti,6.514433333,93.77903333,2011-12-10,2011-12-10,6.51,93.78,
Bathypectinura heros,8.358666667,76.23501667,2017-10-26,2017-10-26,8.36,76.24,
Maretia planulata,8.260883333,76.93693333,2017-10-27,2017-10-27,8.26,76.94,
Salmacis bicolor,8.260883333,76.93693333,2017-10-27,2017-10-27,8.26,76.94,
Astropecten velitaris,8.260883333,76.93693333,2017-10-27,2017-10-27,8.26,76.94,
Protoreaster nodosus,8.260883333,76.93693333,2017-10-27,2017-10-27,8.26,76.94,
Stellaster childreni,8.489183333,76.83491667,2017-10-28,2017-10-28,8.49,76.83,
Luidia hardwicki,8.489183333,76.83491667,2017-10-28,2017-10-28,8.49,76.83,
Astropecten andersoni,15.69,72.95,2018-02-27,2018-02-27,15.69,72.95,
Ophiactis macrolepidota,7.59,93.37,2019-08-14,2019-08-14,7.59,93.37,
Johannaster superbus,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Lithosoma pentaphylla,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Asthenosoma varium,9.32141667,92.80415,2017-11-17,2017-11-17,9.32,92.8,
Histocidaris denticulata,7.52,93.4,2010-09-24,2010-09-24,7.52,93.4,
Phormosoma,11.34,92.81,2015-01-16,2015-01-16,11.34,92.81,
Leptopentacta imbricata,7.99,77.18,2010-11-15,2010-11-15,7.99,77.18,
Stereocidaris alcocki,8.316483333,93.32268333,2011-12-14,2011-12-14,8.32,93.32,
Protankyra denticulata,11.0689,80.39916667,2015-12-06,2015-12-06,11.07,80.4,
Nardoa,6.514433333,93.77903333,2011-12-10,2011-12-10,6.51,93.78,
Stereocidaris indica,6.651616667,93.6778,2011-12-10,2011-12-10,6.65,93.68,
Stereocidaris alcocki,7.389533333,93.394,2011-12-11,2011-12-11,7.39,93.39,
Neoferdina,8.316483333,93.32268333,2017-11-15,2017-11-15,8.32,93.32,
Saracrinus angulatus,8.316483333,93.32268333,2011-12-14,2011-12-14,8.32,93.32,
Histocidaris denticulata,8.316483333,93.32268333,2011-12-14,2011-12-14,8.32,93.32,
Astrodendrum laevigatum,8.39,93.34,2015-01-29,2015-01-29,8.39,93.34,
Histocidaris denticulata,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Phormosoma,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Histocidaris denticulata,13.31975,93.262,2017-11-29,2017-11-29,13.32,93.26,
Saracrinus angulatus,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Ophiochiton ambulator,11.79815,92.0906167,2017-11-28,2017-11-28,11.8,92.09,
Psilaster agassizi,8.055166667,76.17883333,2017-10-25,2017-10-25,8.06,76.18,
Mediaster ornatus,7.52,93.4,2010-09-24,2010-09-24,7.52,93.4,
Acanthocidaris maculicollis,9.022783333,92.7229,2017-11-16,2017-11-16,9.02,92.72,
Ophiarachnella septimspinosa,6.514433333,93.77903333,2011-12-10,2011-12-10,6.51,93.78,
Bathypectinura heros,14.41882,73.0419383,2019-01-02,2019-01-02,14.42,73.04,
Ophiomyxa australis,9.284283333,92.70066667,2011-12-06,2011-12-06,9.28,92.7,
Ophiomyxa australis,6.514433333,93.77903333,2011-12-10,2011-12-10,6.51,93.78,
Histampica duplicata,15.7056017,72.662975,2019-01-01,2019-01-01,15.71,72.66,
Ophiotreta stimulea,15.7056017,72.662975,2019-01-01,2019-01-01,15.71,72.66,
Ophiotreta stimulea,12.7534167,74.0442283,2019-01-03,2019-01-03,12.75,74.04,
Amphiodia frigida,15.7056017,72.662975,2019-01-01,2019-01-01,15.71,72.66,
Ophiacantha indica,9.284283333,92.70066667,2011-12-06,2011-12-06,9.28,92.7,
Ophiacantha dallasii,9.284283333,92.70066667,2011-12-06,2011-12-06,9.28,92.7,
Ophioconis cupida,9.284283333,92.70066667,2011-12-06,2011-12-06,9.28,92.7,
Ophiopsila pantherina,12.93425,92.47403333,2011-11-25,2011-11-25,12.93,92.47,
Ophiactis,6.514433333,93.77903333,2011-12-10,2011-12-10,6.51,93.78,
Stereocidaris indica,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Ophiomyxa bengalensis,11.55581667,92.7634,2017-11-24,2017-11-24,11.56,92.76,
Amphioplus (Lymanella) depressus,11.55581667,92.7634,2017-11-24,2017-11-24,11.56,92.76,
Ophiopsammus,6.4494,93.83158333,2011-12-10,2011-12-10,6.45,93.83,
Heterometra,7.13,93.58,2019-08-17,2019-08-17,7.13,93.58,
Amphiodia,11.36683333,74.898,2015-05-25,2015-05-25,11.37,74.9,
Goniocidaris,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Ophidiaster,6.6473,93.8283,2019-08-16,2019-08-16,6.65,93.83,
Ceramaster cuenoti,10.91828333,80.35865,2011-11-08,2011-11-08,10.92,80.36,
Johannaster superbus,10.91828333,80.35865,2011-11-08,2011-11-08,10.92,80.36,
Lithosoma pentaphylla,10.91828333,80.35865,2011-11-08,2011-11-08,10.92,80.36,
Persephonaster,10.91828333,80.35865,2011-11-08,2011-11-08,10.92,80.36,
Persephonaster,11.79815,92.0906167,2017-11-28,2017-11-28,11.8,92.09,
Henricia praestans,11.79815,92.0906167,2017-11-28,2017-11-28,11.8,92.09,
Johannaster superbus,10.62351667,80.52433333,2011-11-07,2011-11-07,10.62,80.52,
Lithosoma pentaphylla,10.62351667,80.52433333,2011-11-07,2011-11-07,10.62,80.52,
Persephonaster,10.62351667,80.52433333,2011-11-07,2011-11-07,10.62,80.52,
Henricia praestans,10.62351667,80.52433333,2011-11-07,2011-11-07,10.62,80.52,
Pseudarchaster mozaicus,10.62351667,80.52433333,2011-11-07,2011-11-07,10.62,80.52,
Henricia praestans,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Persephonaster,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Zoroaster,13.31975,93.262,2017-11-26,2017-11-26,13.32,93.26,
Rosaster florifer,6.651616667,93.6778,2011-12-10,2011-12-10,6.65,93.68,
Phormosoma,6.651616667,93.6778,2011-12-10,2011-12-10,6.65,93.68,
Milteliphaster woodmasoni,6.651616667,93.6778,2011-12-10,2011-12-10,6.65,93.68,
Persephonaster,8.39,93.34,2015-01-29,2015-01-29,8.39,93.34,
Dictyaster xenophilus,12.79415,93.08953333,2015-01-18,2015-01-18,12.79,93.09,
Johannaster superbus,14.46651667,73.02545,2018-04-09,2018-04-09,14.47,73.03,
Ophiolepis rugosa,9.025933333,92.74336667,2017-11-15,2017-11-15,9.03,92.74,
Ophiochiton ambulator,10.69716667,80.47,2016-11-26,2016-11-26,10.7,80.47,
Ophiochiton ambulator,10.98816667,74.992,2005-04-15,2005-04-15,10.99,74.99,
Ophiothrix (Ophiothrix) aristulata,6.6477,93.6904,2010-09-24,2010-09-24,6.65,93.69,
Ophiothrix (Ophiothrix) aristulata,9.296033333,92.90903333,2015-01-28,2015-01-28,9.3,92.91,
Rosaster florifer,9.296033333,92.90903333,2015-01-28,2015-01-28,9.3,92.91,
Centrostephanus nitidus,9.296033333,92.90903333,2015-01-28,2015-01-28,9.3,92.91,
Stellaster childreni,7.790466667,77.51391667,2009-08-18,2009-08-18,7.79,77.51,
Clypeaster rarispinus,11.36,75.29,2015-05-25,2015-05-25,11.36,75.29,
Lovenia elongata,9.96,76.0,2015-05-26,2015-05-26,9.96,76.0,
Brissopsis luzonica,9.96,76.0,2015-05-26,2015-05-26,9.96,76.0,
Clypeaster rarispinus,12.83,74.51,2015-05-24,2015-05-24,12.83,74.51,
Clypeaster rarispinus,11.37,75.29,2015-08-13,2015-08-13,11.37,75.29,
Luidia hardwicki,11.37,75.29,2015-08-13,2015-08-13,11.37,75.29,
Astropecten,11.37,75.29,2015-08-13,2015-08-13,11.37,75.29,
Maretia planulata,7.79,77.5,2015-08-18,2015-08-18,7.79,77.5,
Salmacis virgulata,7.79,77.5,2015-08-18,2015-08-18,7.79,77.5,
Astropecten polyacanthus,7.79,77.5,2015-08-18,2015-08-18,7.79,77.5,
Clypeaster rarispinus,7.79,77.5,2015-08-18,2015-08-18,7.79,77.5,
Stellaster childreni,7.79,77.5,2015-08-18,2015-08-18,7.79,77.5,
Ophiuroglypha kinbergi,7.79,77.5,2015-08-18,2015-08-18,7.79,77.5,
Ophiopeza spinosa,12.00866667,92.25333333,2015-01-14,2015-01-14,12.01,92.25,
Ophioleuce seminudum,12.00866667,92.25333333,2015-01-14,2015-01-14,12.01,92.25,
Amphioplus (Lymanella) laevis,12.00866667,92.25333333,2015-01-14,2015-01-14,12.01,92.25,
Amphioplus dispar,10.55108333,80.55631667,2015-12-04,2015-12-04,10.55,80.56,
Bathyplotes natans,11.34,92.81,2015-01-16,2015-01-16,11.34,92.81,
Paelopatides incerta,11.34,92.81,2015-01-16,2015-01-16,11.34,92.81,
Protankyra,10.99321667,74.97571667,2015-06-19,2015-06-19,10.99,74.98,
Molpadia musculus,14.96135,72.76746667,2015-06-26,2015-06-26,14.96,72.77,
Pseudostichopus,9.270166667,92.6655,2017-11-01,2017-11-01,9.27,92.67,
Holothuria (Stauropora) fuscocineria,13.7652,72.18981667,2017-04-01,2017-04-01,13.77,72.19,
Pseudoboletia maculata,13.7652,72.18981667,2017-04-01,2017-04-01,13.77,72.19,
Echinothrix calamaris,13.7652,72.18981667,2017-04-01,2017-04-01,13.77,72.19,
Histocidaris denticulata,7.4855,93.40733333,2016-04-04,2016-04-04,7.49,93.41,
Araeosoma coriaceum indicum,7.4855,93.40733333,2016-04-04,2016-04-04,7.49,93.41,
Amphigymnas woodmasoni,11.351,92.38506667,2015-01-15,2015-01-15,11.35,92.39,
Molpadia musculus,11.351,92.38506667,2015-01-15,2015-01-15,11.35,92.39,
Molpadia concolor,11.351,92.38506667,2015-01-15,2015-01-15,11.35,92.39,
Stereocidaris alcocki,11.351,92.38506667,2015-01-15,2015-01-15,11.35,92.39,
Ophiactis,14.48373333,73.03798333,2018-02-28,2018-02-28,14.48,73.04,
Amphiophiura insolita,9.2215,92.67,2017-11-01,2017-11-01,9.22,92.67,
Rosaster florifer,9.2215,92.67,2017-11-01,2017-11-01,9.22,92.67,
Anthenoides cristatus,9.270166667,92.6655,2017-11-01,2017-11-01,9.27,92.67,
Rosaster florifer,9.270166667,92.6655,2017-11-01,2017-11-01,9.27,92.67,
Pillsburiaster doderleini,9.2215,92.67,2017-11-01,2017-11-01,9.22,92.67,
Astropecten griegi,9.270166667,92.6655,2017-11-01,2017-11-01,9.27,92.67,
Astropecten mauritianus,9.270166667,92.6655,2017-11-01,2017-11-01,9.27,92.67,
Luidia,9.270166667,92.6655,2017-11-01,2017-11-01,9.27,92.67,
Rosaster symbolicus,9.270166667,92.6655,2017-11-01,2017-11-01,9.27,92.67,
Phyllacanthus forcipulatus,12.832,74.3266,1999-10-19,1999-10-19,12.83,74.33,
Phyllacanthus forcipulatus,11.94033333,75.06683333,1999-10-18,1999-10-18,11.94,75.07,
Prionocidaris baculosa,10.72,92.71,2018-08-10,2018-08-10,10.72,92.71,
Clypeaster fervens,10.72,92.71,2018-08-10,2018-08-10,10.72,92.71,
Ophiopsammus yoldii,6.96,93.6,2019-08-17,2019-08-17,6.96,93.6,
Eudiocrinus ornatus,11.79063333,92.3611,2009-01-11,2009-01-11,11.79,92.36,
Schizaster gibberulus,15.25,80.36,2010-05-26,2010-05-26,15.25,80.36,
Brissopsis luzonica,15.25,80.36,2010-05-26,2010-05-26,15.25,80.36,
Persephonaster coelochilus,7.389533333,93.394,2011-12-11,2011-12-11,7.39,93.39,
Mediaster,7.389533333,93.394,2011-12-11,2011-12-11,7.39,93.39,
Ophidiaster,7.389533333,93.394,2011-12-11,2011-12-11,7.39,93.39,
Ochetostoma septemyotum,12.97,74.63,2013-08-14,2013-08-14,12.97,74.63,
Ochetostoma septemyotum,15.93,73.36,2018-01-16,2018-01-16,15.93,73.36,
Arhynchite,14.41,73.04,2019-01-02,2019-01-02,14.41,73.04,
Arhynchite,14.98,80.54,2019-11-11,2019-11-11,14.98,80.54,
Protobonellia,13.35,93.19,2019-07-27,2019-07-27,13.35,93.19,
Orbiraja powelli,9.992916667,75.59613333,2010-08-08,2010-08-08,9.99,75.6,
Neoepinnula orientalis,9.992916667,75.59613333,2010-08-08,2010-08-08,9.99,75.6,
Erythrocles schlegelii,9.992916667,75.59613333,2010-08-08,2010-08-08,9.99,75.6,
Chascanopsetta lugubris,9.992916667,75.59613333,2010-08-08,2010-08-08,9.99,75.6,
Chelidoperca investigatoris,9.992916667,75.59613333,2010-08-08,2010-08-08,9.99,75.6,
Chlorophthalmus corniger,9.992916667,75.59613333,2010-08-08,2010-08-08,9.99,75.6,
Satyrichthys laticeps,9.992916667,75.59613333,2010-08-08,2010-08-08,9.99,75.6,
Owstonia weberi,9.992916667,75.59613333,2010-08-08,2010-08-08,9.99,75.6,
Bathypterois atricolor,9.893333333,75.53166667,2010-08-08,2010-08-08,9.89,75.53,
Chelidoperca investigatoris,13.172,80.64983333,2010-08-29,2010-08-29,13.17,80.65,
Harpadon squamosus,17.05316667,83.29416667,2010-09-02,2010-09-02,17.05,83.29,
Heteropriacanthus cruentatus,13.028,93.09666667,2010-09-16,2010-09-16,13.03,93.1,
Erythrocles schlegelii,13.028,93.09666667,2010-09-17,2010-09-17,13.03,93.1,
Owstonia weberi,13.028,93.09666667,2010-09-18,2010-09-18,13.03,93.1,
Satyrichthys milleri,13.028,93.09666667,2010-09-19,2010-09-19,13.03,93.1,
Chlorophthalmus corniger,13.028,93.09666667,2010-09-20,2010-09-20,13.03,93.1,
Neoepinnula orientalis,13.028,93.09666667,2010-09-21,2010-09-21,13.03,93.1,
Chlorophthalmus corniger,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Physiculus natalensis,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Heteropriacanthus cruentatus,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Satyrichthys milleri,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Polymixia japonica,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Neoepinnula orientalis,6.842777778,93.05305556,2011-12-10,2011-12-10,6.84,93.05,
Tydemania navigatoris,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Neoepinnula orientalis,11.14866667,92.3275,2010-09-19,2010-09-19,11.15,92.33,
Heteropriacanthus cruentatus,11.14866667,92.3275,2010-09-19,2010-09-19,11.15,92.33,
Halimochirurgus centriscoides,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Satyrichthys laticeps,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Chascanopsetta lugubris,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Scalicus investigatoris,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Neoscopelus microchir,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Chimaera jordani,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Pycnocraspedum squamipinne,10.91828333,80.35865,2011-11-08,2011-11-08,10.92,80.36,
Chlorophthalmus nigromarginatus,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Chlorophthalmus corniger,6.842777778,93.05305556,2011-12-10,2011-12-10,6.84,93.05,
Monomitopus nigripinnis,7.752777778,93.21027778,2011-12-13,2011-12-13,7.75,93.21,
Erythrocles schlegelii,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Neoscopelus microchir,11.15916667,92.39166667,2011-11-22,2011-11-22,11.16,92.39,
Lophiodes mutilus,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Neoepinnula orientalis,11.15916667,92.39166667,2011-11-22,2011-11-22,11.16,92.39,
Chlorophthalmus corniger,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Ateleopus indicus,13.00166667,93.10972222,2011-11-28,2011-11-28,13.0,93.11,
Bembrops caudimacula,13.00166667,93.10972222,2011-11-28,2011-11-28,13.0,93.11,
Hypopleuron caninum,13.00166667,93.10972222,2011-11-28,2011-11-28,13.0,93.11,
Heteropriacanthus cruentatus,13.00166667,93.10972222,2011-11-28,2011-11-28,13.0,93.11,
Chlorophthalmus corniger,7.752777778,93.21027778,2011-12-13,2011-12-13,7.75,93.21,
Cyttopsis rosea,7.752777778,93.21027778,2011-12-13,2011-12-13,7.75,93.21,
Polymixia fusca,7.752777778,93.21027778,2011-12-13,2011-12-13,7.75,93.21,
Bembrops platyrhynchus,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Hypopleuron caninum,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Physiculus roseus,6.842777778,93.05305556,2011-12-10,2011-12-10,6.84,93.05,
Chascanopsetta lugubris,7.752777778,93.21027778,2011-12-13,2011-12-13,7.75,93.21,
Neoepinnula orientalis,7.752777778,93.21027778,2011-12-13,2011-12-13,7.75,93.21,
Alepocephalus bicolor,7.530555556,93.25305556,2011-12-11,2011-12-11,7.53,93.25,
Heteropriacanthus cruentatus,6.842777778,93.05305556,2011-12-10,2011-12-10,6.84,93.05,
Pterygotrigla hemisticta,6.842777778,93.05305556,2011-12-10,2011-12-10,6.84,93.05,
Neoepinnula orientalis,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Ruvettus pretiosus,11.15916667,92.39166667,2011-11-22,2011-11-22,11.16,92.39,
Synagrops japonicus,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Synagrops japonicus,7.530555556,93.25305556,2011-12-11,2011-12-11,7.53,93.25,
Bembrops platyrhynchus,6.842777778,93.05305556,2011-12-10,2011-12-10,6.84,93.05,
Chlorophthalmus nigromarginatus,6.842777778,93.05305556,2011-12-10,2011-12-10,6.84,93.05,
Neoepinnula orientalis,7.530555556,93.25305556,2011-12-11,2011-12-11,7.53,93.25,
Heteropriacanthus cruentatus,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Polymixia fusca,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Gephyroberyx darwinii,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Neoepinnula orientalis,8.5225,93.01805556,2011-12-14,2011-12-14,8.52,93.02,
Ostracoberyx dorygenys,8.5225,93.01805556,2011-12-14,2011-12-14,8.52,93.02,
Antigonia rubescens,6.842777778,93.05305556,2011-12-10,2011-12-10,6.84,93.05,
Pycnocraspedum armatum,10.91828333,80.35865,2011-11-08,2011-11-08,10.92,80.36,
Chlorophthalmus acutifrons,13.00166667,93.10972222,2011-11-28,2011-11-28,13.0,93.11,
Ostracoberyx dorygenys,13.00166667,93.10972222,2011-11-28,2011-11-28,13.0,93.11,
Aesopia cornuta,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
Neoepinnula orientalis,11.99091667,74.42656667,2011-08-08,2011-08-08,11.99,74.43,
Erythrocles schlegelii,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
Chascanopsetta lugubris,11.99091667,74.42656667,2011-08-08,2011-08-08,11.99,74.43,
Epinephelus diacanthus,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
Sphyraena jello,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
Bembrops caudimacula,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
Mustelus manazo,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
Psenopsis cyanea,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
Saurida undosquamis,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
Chelidoperca investigatoris,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
Acropoma japonicum,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
